battery,cycle,capacity_Ah,max_voltage_V,min_voltage_V,mean_voltage_V,max_current_A,min_current_A,mean_current_A,max_temperature_C,min_temperature_C,mean_temperature_C,discharge_time_s
B0005,46,1.847417311283644,4.1876287811083985,2.5027764692056795,3.5525668436897124,0.0016182635202416972,-2.016190951623346,-1.8746995273150975,38.992275791716615,24.917503693363493,32.70024990461686,3552.297
B0005,50,1.8361774213478947,4.187447226312926,2.617507742871704,3.556794038327039,0.002519215784369448,-2.016760348146938,-1.873827212788385,38.51424197364312,24.56596639952811,32.32266411829938,3531.578
B0005,54,1.8257807475776242,4.187344026387161,2.694074478000972,3.5614100044534203,0.0037933120349866447,-2.0160230713598764,-1.883193546754683,38.165816144899125,24.21658146702539,31.98795810666763,3492.907
B0005,58,1.8251136435078368,4.187438187636325,2.6237674644021887,3.5566107947817986,0.00343888873867598,-2.01719076462715,-1.873239184822504,38.16526203587147,24.054990657817566,31.894456524691385,3511.594
B0005,62,1.8255815042203762,4.18774138117799,2.5010798299873738,3.5586742170266272,0.0012614422239159216,-2.0161148625656655,-1.9139593751505897,38.27549578575718,24.024851602995685,31.78039681801023,3431.9370000000054
B0005,66,1.8140311275083907,4.188261122540052,2.6849988185249796,3.564103182686905,0.0031353992245556606,-2.0168636304742815,-1.9030532722310995,37.982160799183106,23.93622764909489,31.688747146342205,3431.125
B0005,70,1.8147691941158939,4.187338767288234,2.547109116468133,3.559588063594272,0.0011043615738374486,-2.024643671910137,-1.9134590742247914,38.11100191887773,23.811534187517502,31.596747992569153,3412.406
B0005,74,1.813969388710352,4.187560306288175,2.471314764334132,3.556833231052199,-3.060676830687782e-05,-2.017291134571006,-1.913620909902553,38.18831137948753,23.754765330883426,31.565586498787077,3410.688
B0005,78,1.802765665167823,4.18805176248713,2.6613903306108773,3.5624410850948944,0.0037901043107805275,-2.01713712589233,-1.9025819745719061,37.998541119085836,23.79410930748377,31.59124667045208,3410.718
B0005,82,1.804077040117352,4.187667484260542,2.541762355407921,3.5591407106855666,0.0006901740069088986,-2.0159460285100574,-1.9130621638638965,38.194201649765226,23.801300986918452,31.603485399391182,3392.719
B0005,86,1.8518025516704486,4.2010701773378685,2.628919415830567,3.5573161327793144,0.0008475435827522827,-2.0167372379007014,-1.920618117118412,38.45796400011448,23.78129749955371,31.91556385491565,3470.672
B0005,90,1.8307038456739428,4.1996223345495824,2.6312552691827045,3.561870782772737,0.0011650883880798665,-2.0183057226929555,-1.9298830859597569,38.49126351534004,24.2036410699716,32.081128118597164,3414.109
B0005,94,1.8199041089501267,4.199853323702163,2.654880745360911,3.5617586337260088,0.0019472390588109682,-2.016579511976592,-1.9293005284805407,38.31473393357882,24.00078927251757,31.849792632896243,3395.219
B0005,98,1.8093079637028517,4.199103467081427,2.6749688422803803,3.5597307651083123,0.0018372947715281892,-2.0193879194408373,-1.923330987770314,37.861934640176806,23.53999092882516,31.465690433362017,3386.0
B0005,102,1.80460990458052,4.199998536865001,2.6159705726789904,3.5575937553540915,0.0074961910680886356,-2.015814483813837,-1.9284469980320087,37.90665575786083,23.566095747572557,31.40934895665031,3368.187
B0005,106,1.7993770651972192,4.19967522099872,2.658447162110498,3.5597237883937995,0.001392374886299951,-2.019901495893039,-1.9231439161693824,38.34003238560517,23.9730227457941,31.902247475518077,3368.266
B0005,110,1.7884432335370462,4.1991847248803165,2.6979426084271156,3.559061771422033,0.0025753372180031702,-2.016522387288751,-1.9170149640438081,38.0745950590744,23.755161868961988,31.649024294808623,3358.719
B0005,114,1.7829230484252723,4.200012480335,2.6617272246516333,3.557015527748059,0.0011747056452339859,-2.017112121704317,-1.922048805055383,38.07252758016199,23.51454265913581,31.48874626238971,3339.5
B0005,118,1.7730337158018288,4.1992373656547874,2.699288287625812,3.5562481933590964,0.0023816748049826563,-2.018009988339822,-1.9162302821549877,37.80133585100446,23.27146353182613,31.329995610092634,3331.265
B0005,122,1.773037755078937,4.1993957811187075,2.6127932408838532,3.5532756526091784,0.0021374370347549054,-2.017724236336294,-1.9220800182578983,38.39873985476869,23.439367870877128,31.569551201845574,3321.188
B0005,126,1.7678721106662054,4.1995786980260705,2.6637064901468075,3.556266431640255,0.00151986195803867,-2.016792488625222,-1.9162417890311958,38.74929237918251,24.020578317587123,32.111426258867944,3321.844
B0005,130,1.7623150704093087,4.199546957512695,2.6668454289754746,3.5563095420140822,0.0018244735178706453,-2.0172551326315866,-1.9158809823517762,38.87275464755104,24.256086319320033,32.271676011112376,3311.828
B0005,134,1.7676172924938447,4.194091469340824,2.684431051981017,3.558950851054106,0.0005228307091433465,-2.0159457514475405,-1.9114406265753041,38.503541429116005,23.99270220171187,31.842291659678658,3327.391
B0005,136,1.762668359743147,4.200715235801255,2.645224362345869,3.5534418211598053,0.002427106886628309,-2.021877555086194,-1.9158166997544155,38.27009094548294,23.826487051861594,31.759815453754253,3312.078
B0005,140,1.7517304870664143,4.1990980807180325,2.6603527244917,3.5510121537420285,0.0006158711833322257,-2.0169903181968984,-1.9151304155635374,38.11684755251712,23.348558306380394,31.41911167391793,3293.172
B0005,144,1.7418496047960008,4.199398534411534,2.6926849789916263,3.551317608213948,0.0008035192993614022,-2.016185456554963,-1.9148485784393638,38.04152715355532,23.236214188565974,31.331626572312267,3275.328
B0005,148,1.7360913511847138,4.199122915612965,2.670544734728978,3.549003180550162,0.0014889451776809062,-2.0170647431651068,-1.9144128654409127,38.17980302242767,23.214801785728056,31.35934131425137,3265.016
B0005,150,1.7936240148573608,4.190409478081396,2.605158060541757,3.5597648340955175,0.002493114712392233,-2.0168134548386294,-1.9388813849818083,40.71218198711114,26.647373946169793,34.31088483888259,3328.937
B0005,154,1.7831890223273275,4.199933846791869,2.672012007453096,3.5623454342368555,0.002858970104521588,-2.0165540953857675,-1.927509725704535,39.885261233152924,25.69911743242072,33.43585640373788,3329.266
B0005,158,1.7673642076278957,4.199365021329158,2.674271233724938,3.558336657621618,0.0012369720338688353,-2.022483480851903,-1.9267185977839403,39.18287352945846,24.833281081823134,32.66698125020078,3301.579
B0005,162,1.7570177850353066,4.19902365945384,2.6309416727017187,3.554013138622869,0.0027115029184951785,-2.0168041459037114,-1.9261308349663746,38.951564804030774,24.361616832363048,32.28423408691397,3283.563
B0005,166,1.7468706179837907,4.199432142144215,2.6629725743154204,3.552376095886298,0.003127245831423531,-2.0172800396238526,-1.9202346781375206,38.607510759873634,24.019157444608588,32.00739178780946,3275.125
B0005,170,1.7417172507457144,4.199640922827531,2.612942119873717,3.549618661283733,0.0012894534058489268,-2.0159193745006387,-1.9201011498853633,38.920359903369054,24.006646494284762,32.06387071886056,3265.656
B0005,174,1.7364225056478186,4.199305653118061,2.6157198442661476,3.54938103086703,0.0010352326876111328,-2.0206059195730015,-1.9144278105456467,39.23273115358871,24.328038456694348,32.43754560319043,3266.093
B0005,178,1.7263217239235826,4.198949734540481,2.6287695472774453,3.5472118680418956,0.002141440621650397,-2.017554048083073,-1.908340706503589,38.964927068400804,24.121591093765634,32.16809876635083,3257.594
B0005,182,1.7158065389330133,4.19834220599025,2.6655106679421823,3.5467052098640246,0.0017702200905978112,-2.016416703030436,-1.902207182631691,38.83927283461771,23.971565610462942,32.05752645824972,3248.593
B0005,186,1.710533351135192,4.198995776266302,2.650495153350403,3.544629653883431,0.0014307662327893813,-2.0170229987437884,-1.9020484449938713,38.82796377704433,23.83541998401671,31.975920928072714,3238.766
B0005,190,1.706014499648521,4.19916986492694,2.643236235233877,3.5436291614253204,0.00490119980676573,-2.016783933430818,-1.8964907679062355,39.14007944734004,23.956923878018035,32.21689335291319,3240.14
B0005,194,1.7003110272642588,4.199246833083063,2.656450207001938,3.5444946147995258,0.001796424269077256,-2.0199829306240713,-1.895971437908019,39.349611598028886,24.465118009505925,32.55632993697177,3230.109
B0005,198,1.6945798601797895,4.1992551886401595,2.626177688152069,3.5409201846556857,0.004899013626111221,-2.016448312230377,-1.8899648799839277,39.29444535878087,24.267851748683743,32.40048085325998,3229.7810000000027
B0005,202,1.6849029086609286,4.199610827671791,2.6582230344240045,3.541195668799061,0.002434406743192847,-2.0264654916334726,-1.8893703824420507,39.10487658009542,24.14386556947967,32.29371860868794,3212.469
B0005,206,1.6744741591159717,4.1994453812630566,2.695100237338448,3.540671044783382,0.0014513205321675263,-2.017330650607364,-1.8776883243431417,39.0462609369598,23.934085583884677,32.136071448067796,3213.219
B0005,210,1.6745692479879102,4.198991968341307,2.639091813583503,3.5376048790268775,0.005933998461667336,-2.0225787607034706,-1.8831065986697755,39.398032192832,24.080595341823642,32.38268549723498,3203.578
B0005,214,1.663716375981405,4.197785116892181,2.6857210282450983,3.538422485261741,0.0034449440902895195,-2.0158674131052456,-1.876359921441716,39.10678394120843,24.428816535813286,32.30899951427637,3195.125
B0005,216,1.659013868748246,4.201331130571617,2.69017866510873,3.53928626988912,0.0012286208011475699,-2.016878594815316,-1.8709550260104437,39.44448954135193,24.3288116844709,32.56636929496716,3195.3129999999946
B0005,220,1.6538540573335014,4.199339974904826,2.639895313359579,3.533690170241391,0.0006759557151863035,-2.0190191551299326,-1.8705599868289542,39.509602016775695,24.124885387020978,32.46542951751835,3186.297
B0005,224,1.642653782130131,4.198916244859707,2.68991452927918,3.534367734544495,0.0017286665299136564,-2.0179820220655023,-1.8640049795794804,39.334865362245324,23.980294072799666,32.347056454418095,3176.438
B0005,228,1.6378578430223698,4.198537488587242,2.65935818848874,3.5312941932103548,0.0008822013179447034,-2.0158401305926343,-1.8636932149873204,39.43723270017243,23.969183667109306,32.371538940646154,3167.593
B0005,232,1.6327350407099108,4.198943932259475,2.6657030585650423,3.5309134771684274,0.0032196054196979183,-2.0192083553177325,-1.857820396301907,39.51375235624076,24.037074564457942,32.45549347979197,3167.719
B0005,236,1.6277528915533617,4.199579806494986,2.642986759012803,3.5287226893409893,0.002329222708757339,-2.017754065523427,-1.8572160981955346,39.60170302810528,24.074008046047823,32.50017194695606,3159.077999999994
B0005,240,1.622125485521159,4.198782234828033,2.6311169118893036,3.52625493581969,0.0036382151418645234,-2.016206764491147,-1.8568340008006827,39.687463597582074,24.043536678896338,32.50100298369444,3148.829
B0005,244,1.6113256603765849,4.19910517813207,2.696157404617167,3.528684324337005,0.002409343074541808,-2.018425729441905,-1.8448886500218815,39.53535075538898,24.007622451152475,32.4728927422438,3149.094
B0005,248,1.6065631397488385,4.198510853141954,2.6667596238241567,3.525556939424901,0.0018183081167425818,-2.0200094988659028,-1.8444180038305806,39.6502371632164,23.99346277596251,32.50480154634882,3140.547
B0005,252,1.6015142233917594,4.198732430468704,2.6403185448373043,3.5226805646793737,0.0023945547129780136,-2.0160906793454063,-1.8438790389835118,39.69929058154853,23.977316018708777,32.51218336210202,3131.625
B0005,256,1.590369231400328,4.198799630396931,2.69892986372897,3.524673458789008,0.003459179478904217,-2.017218805788003,-1.83711254029409,39.56076309770468,23.92726467831658,32.45692821941515,3121.907
B0005,260,1.5857889968242211,4.198753541225669,2.6682466504352993,3.5213155754526824,0.002911553978859486,-2.017576881832417,-1.8315957075983758,39.63708096307912,23.878754027011194,32.447059186431154,3122.125
B0005,264,1.5849430707374117,4.200309982421394,2.6479207279724903,3.51803386486462,0.001691287375631991,-2.0163186530776205,-1.8311195242792309,39.43977047692484,23.90454749592773,32.32889654966259,3121.672
B0005,266,1.5955263892495937,4.201124089732316,2.6741633856529066,3.5236841955396794,0.0031344620126884833,-2.016322017667326,-1.8432799764914718,39.839022256254516,24.472949639670766,32.84488475360107,3120.86
B0005,270,1.5747301747801037,4.198150316653697,2.6892528956736257,3.519146638240668,0.002214915830402201,-2.0160583834613157,-1.829798505957538,39.41794949618613,23.81400684876703,32.31731555011648,3103.828
B0005,274,1.5649019950937946,4.198524048997099,2.688809122993162,3.516233648608237,0.0026959062866318295,-2.0176016183677974,-1.8236746835609148,39.262781682151214,23.405971076202263,32.06376130177751,3095.094
B0005,278,1.5597659473370362,4.198840869468569,2.6743555987897745,3.514773138461639,0.002592567167286657,-2.018404141903304,-1.8176720770210877,39.47237839941986,23.504268200620626,32.21997626855924,3095.781
B0005,282,1.5594815668184234,4.198119631667182,2.6430294964336345,3.5132992979150073,0.0015197601976623138,-2.016777852675889,-1.8179238657973993,40.037541469513684,23.986241979219916,32.7120225448885,3094.328
B0005,286,1.55468935359061,4.198320288264955,2.6584858447131823,3.514484830704665,0.005375811737933425,-2.019500858990014,-1.817160673909645,40.142730162011574,24.332016492731967,32.945022147355694,3086.531
B0005,290,1.5488741079890418,4.1980467610750285,2.629782173759164,3.5109677353595243,0.001299695920075446,-2.025028692484549,-1.8110297241968543,40.1165626728546,24.210935532035016,32.857549597381336,3085.625
B0005,294,1.538236598942558,4.199047008209673,2.6622967647315545,3.5109358749578012,0.003654247255878711,-2.017188769565156,-1.8094435644526072,39.87503330866132,24.000424305912805,32.629663328789654,3067.203
B0005,298,1.527914258251028,4.197669918520713,2.682380966742509,3.509393098217416,0.0013741929346254653,-2.0203529496154493,-1.8026537331443495,39.61961987024145,23.66809609847637,32.379859014262976,3058.157
B0005,302,1.5285252629756445,4.197600624105256,2.6401894768922713,3.5066782411556563,0.0020536118932937353,-2.016749317444538,-1.8031542757366414,40.067324667444815,23.845674209557426,32.68215852457039,3058.812
B0005,306,1.522647325284378,4.197985718630326,2.693769409137257,3.5109885623008092,0.002233821019065787,-2.016964364118414,-1.7965666438696486,40.24716716520102,24.23969113753901,32.99387423636739,3058.578
B0005,310,1.5174859938489869,4.198164128530042,2.695787450704935,3.510305462695178,0.0029663849324865874,-2.0177154474110517,-1.7959771394311956,40.30253125568348,24.30453859448875,33.04539707211165,3049.328
B0005,313,1.605818899130659,4.222920057935785,2.6920548172137724,3.5222215314850214,0.0015450426899526494,-2.017087516284557,-1.822916991757235,40.09418103142496,24.112523495131093,32.856295641052824,3177.219
B0005,316,1.5638491446744425,4.200423045909808,2.629071246219689,3.5163492154331264,0.0029495288044011506,-2.0177115857667665,-1.8294275689587538,40.52238496316615,24.719311536144843,33.33950238056361,3082.937
B0005,320,1.5480915247767786,4.198372063670128,2.631343871050918,3.5134397623234963,0.0016903309192767824,-2.0160877086861952,-1.816317296828028,40.56886357314186,24.73538913848975,33.35156485472646,3074.266
B0005,324,1.5323755631868592,4.198353213898968,2.6983970036642315,3.515137522009075,0.0017335297510131795,-2.0174325692631547,-1.8033689952639713,40.27804845768325,24.494140877553082,33.147486361012966,3066.0
B0005,328,1.5269528268489705,4.197873789078739,2.6338485871981514,3.50830390643132,0.003201402568771493,-2.017976023705107,-1.802670753119494,40.2921849196155,24.254986942423244,33.007275861749356,3056.437
B0005,332,1.5169573017136326,4.197955644238241,2.671566207861818,3.509190808443004,0.0012207622759792553,-2.016684455267326,-1.7958941337499832,40.184384347174266,24.1488106351578,32.91990812745461,3048.219
B0005,336,1.5118975960142693,4.197918434710392,2.6540810507928123,3.5068097579555353,0.0027177292470912523,-2.0185074328810417,-1.795344963527795,40.320066232195046,24.205952380559673,32.99903328622305,3039.218
B0005,340,1.5065638960681105,4.197739340034368,2.656849703962618,3.50609090727422,0.002966026743767936,-2.0206154364574687,-1.7893518988259454,40.336505612651585,24.228213693022468,33.03772281691292,3039.047
B0005,344,1.5015453526671363,4.19785490446139,2.6363048614501152,3.5037157727265953,0.0019690360203288167,-2.0174212119307557,-1.7883879159763685,40.43267631588412,24.25745983903501,33.07740307192613,3030.375
B0005,348,1.4908444050400238,4.197306756122815,2.69951692300468,3.5067479961367156,0.002722369357879482,-2.0224772834102507,-1.7815447770741009,40.314538591575015,24.228985806758885,33.05467981523988,3021.0
B0005,352,1.485868384561201,4.197528212001444,2.698216006032282,3.5058813026542324,0.0006217348755526608,-2.0179249554704706,-1.7753115642966961,40.386661855917744,24.27409668200787,33.11570360624461,3021.75
B0005,356,1.480413677976106,4.19743662221161,2.6911707598773864,3.504168333530808,0.002574506411845257,-2.018486701026112,-1.7742377662318358,40.43384612547835,24.26045465629052,33.12942148982364,3012.265
B0005,360,1.4752095869031632,4.197717228550219,2.690162319231471,3.5030568931470634,0.002304044135428048,-2.0172029187594718,-1.773860289771637,40.44479269068758,24.246954155128837,33.130681310493344,3002.641
B0005,364,1.4859035988304024,4.192454851360723,2.6355034454892072,3.4982324882487936,0.0013818757062667917,-2.017032616337778,-1.7809702419814517,40.58499656066617,24.337824191545764,33.20069210329718,3012.0
B0005,367,1.4960918298136696,4.202845001527377,2.6594753656507684,3.5065859365661325,0.003790346438351921,-2.020648432189961,-1.7879098523188452,40.99869158762305,25.05068794027295,33.78697527817091,3020.11
B0005,371,1.4808005946928984,4.197952808231904,2.644554999824577,3.501457140697961,0.0029141195307161565,-2.018056806197647,-1.780229415660985,40.997807625227495,24.845214918132577,33.673365085761986,3002.172000000006
B0005,375,1.4697543268466824,4.198017952345714,2.6719601666204564,3.501658387162809,0.0007844165488200334,-2.017916668624779,-1.7731015168894209,40.84213757482493,24.68293151974539,33.535818118317145,2992.703
B0005,379,1.4539012274845928,4.192162800008929,2.6598211033173382,3.4966186408455298,0.005446235642757207,-2.027591717224413,-1.7705879947441516,40.69012464267011,24.442107279152207,33.32269982188509,2964.468
B0005,383,1.4541462067235693,4.196993378341778,2.688360455508818,3.4991645719433246,0.0015596672777035013,-2.017344770444764,-1.7600629827474803,40.69938049882204,24.375162099510042,33.346230327490304,2983.375
B0005,387,1.455023751906683,4.197603515102162,2.6376728619288525,3.496080777360074,0.002686593832583876,-2.017072416845675,-1.765575132998529,41.06026204078849,24.70475717255037,33.64948900485925,2975.297
B0005,391,1.449042163761236,4.196406678544622,2.645120521151077,3.4959014526387993,0.0031991265142638165,-2.0179388823247932,-1.7588271887545277,41.19696040482682,24.851431185422516,33.79269513542102,2974.9850000000006
B0005,395,1.4386709371480566,4.197098662004674,2.698012437629632,3.49758697990267,0.003781794323562663,-2.029098489464331,-1.7516428147438297,40.84446688602949,24.582992198113057,33.52446663707275,2966.25
B0005,399,1.433445432156979,4.196909312093871,2.6928942772989077,3.4956989619989507,0.0013123608369275883,-2.025048878675005,-1.7513097768253418,40.764203830749366,24.38167771883123,33.39042251934235,2956.359
B0005,403,1.4333958900838095,4.197105220217278,2.6483923655058113,3.492875380810072,0.0017334904566314662,-2.0170494375017745,-1.7511840784846122,41.11212504270441,24.640411065560848,33.67370212742761,2956.344
B0005,407,1.42806487344776,4.196244829545076,2.6832134764261997,3.49551076423368,0.0022931157457021885,-2.017587381204539,-1.7446206812145286,41.27256611507568,24.932873139487384,33.91080564765892,2956.406
B0005,411,1.4229203181741186,4.1968026018066595,2.684960445221862,3.4942333590450834,0.0014033494395084456,-2.0245398824990146,-1.7436362428649814,41.15574924454392,24.80325379769347,33.7850680599871,2947.266
B0005,415,1.417429032731308,4.196227405416926,2.669922120529456,3.491197414255986,0.00328323198086081,-2.01689808000431,-1.7425325036061032,41.03237216951879,24.578577776974136,33.61126807392732,2937.984
B0005,419,1.412409228794446,4.196558172556389,2.664105530655056,3.4889094081576237,0.0026192373361047815,-2.0197651300783948,-1.7419837011363046,40.937269906716935,24.354940329833727,33.45598581472246,2929.125
B0005,423,1.412578792940193,4.196870541112335,2.634098605983684,3.487376295811431,0.0010338439367061337,-2.0182280835485455,-1.7421680980861822,41.240704611971786,24.616751003686066,33.723267448788484,2928.454
B0005,427,1.4075983731469897,4.196795527524874,2.68378702970616,3.491994243745711,0.002279801917616979,-2.0178512019397976,-1.735841378420618,41.43649987692296,25.013633898401757,34.050076369857344,2929.375
B0005,431,1.4333920485221476,4.189287343772767,2.660031949282934,3.491585878898649,0.0036040078454246437,-2.017223089332264,-1.7567879869499758,41.16703904201915,25.159494190646395,33.889346908026745,2946.031
B0005,433,1.4382550176792908,4.201144545237731,2.650011641082063,3.495576227046425,0.0022668920626443224,-2.0257290511470427,-1.7573176114092575,41.36216559728765,25.21215090210571,34.067648550088656,2955.438
B0005,437,1.4173547174485526,4.196925753814179,2.6936969083341418,3.4938988589692483,0.003419658941394484,-2.01734921830549,-1.7427628393326555,41.02198772703674,24.8439113089274,33.75168100943646,2937.625
B0005,441,1.406981663677643,4.196901090271507,2.697073130067154,3.49159162968384,0.0025963216962809578,-2.016959683770622,-1.7352637407600366,40.78818812957494,24.47190444990649,33.46482299584788,2929.078
B0005,445,1.4012037783587625,4.196688955833435,2.6806995515145213,3.4885729299834787,0.002009419144474731,-2.0173176445033945,-1.7344350518111926,40.81506138506309,24.335820690902352,33.40210697922146,2918.375
B0005,449,1.3967008232726328,4.196339302740304,2.6695398084864568,3.4869021151089825,0.004647788990613573,-2.0174893103299003,-1.7280392046289716,40.858374219876424,24.324432889352373,33.410688917712235,2919.812
B0005,453,1.391284788852726,4.196181412764837,2.671695307817951,3.4855485210036417,0.0022916013939350667,-2.0162082324346313,-1.7326888725308258,40.839876773287166,24.27764742305546,33.38984948261314,2900.422
B0005,457,1.3862287677978349,4.195770804194879,2.661289185949965,3.4838912547260388,0.002276420033202403,-2.0178551648279797,-1.7260735249920125,40.85376069244676,24.239023397259928,33.3700433438796,2901.375
B0005,461,1.3804366761974138,4.195456241846729,2.667817533540102,3.483198941484065,0.0016756334707971991,-2.01649929452358,-1.7195393742714093,40.74795214258888,24.12349712975845,33.27215987470977,2901.187
B0005,465,1.3752364150256224,4.19654355365607,2.684008069130594,3.4836274447098883,0.0022384407354535305,-2.0162911974216766,-1.7185829844462923,40.68794001196382,24.053006415445992,33.222444215660225,2891.64
B0005,469,1.3705128024895008,4.194357133255019,2.6585256208771644,3.480172442538601,0.004913397668118928,-2.0164165307282076,-1.717672415155695,40.7810749453613,24.058082195374322,33.26207748383125,2882.906
B0005,473,1.3705085566270399,4.195863681881766,2.6372250579822927,3.478452148610975,0.001179478056536671,-2.0166833595676397,-1.7177080769362936,40.88159339768709,24.086387020526896,33.312029905516525,2883.265
B0005,477,1.3647355108681518,4.1955845546644195,2.6514257735606432,3.4785782556105507,0.0025249486819050103,-2.0156447128046424,-1.7109669363015376,40.81191473576834,24.008188700976785,33.25287943255863,2882.969
B0005,481,1.375392016895762,4.188483624251573,2.676384659108382,3.4825195584604582,0.0023505638634883142,-2.015672372070857,-1.7184206130755166,41.11793533148924,24.719545529723796,33.745054045019884,2891.656
B0005,483,1.3861115151535393,4.200346502821317,2.6949138502817815,3.4886823636752826,0.0021180176276842364,-2.01575998810726,-1.7260471943596487,41.248795355864885,24.843079939814473,33.88841975386692,2901.25
B0005,485,1.3698500035838939,4.1981749992980655,2.6973343716306273,3.4858502383832755,0.0015018865835744713,-2.016014837696764,-1.712021613408506,41.16242984455477,24.576580515525826,33.7353756996425,2891.703
B0005,489,1.3647827949260758,4.195715092938243,2.642540259937964,3.478794177297151,0.0014907630238953716,-2.0165238233233063,-1.711022510206629,41.16437554618679,24.340286688400784,33.59131052719714,2883.016
B0005,493,1.3543220466259964,4.195755769877104,2.699226257883075,3.4812826020756744,0.002981994184247595,-2.0182163733141314,-1.703421414006958,40.864216180205034,24.03013803682012,33.32366688599416,2873.453
B0005,497,1.3546417018378962,4.195911764444989,2.676480329780849,3.480352041587074,0.0015383602403595874,-2.016150778973011,-1.703574708739156,41.25434553511566,24.392658600566655,33.691961507697364,2874.031
B0005,501,1.3547039213192407,4.195824004004723,2.642142168479886,3.4781127815565127,0.0030940952671648994,-2.0176181286216193,-1.7034912994217157,41.45023191903855,24.647812199908287,33.887639684793655,2874.234
B0005,505,1.349314997503458,4.196258226051591,2.644725254926797,3.4765867130506125,0.0056941514906116535,-2.017297732143782,-1.7023383270190764,41.27708509224051,24.39982529977077,33.67308060941856,2864.984
B0005,509,1.3441891937970554,4.196612664794988,2.632270655366611,3.4733769291841643,0.0031481012336326926,-2.017223266913469,-1.7014238498912502,41.064605154983276,24.071743981632668,33.411988203265814,2855.093
